user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 16:32:06,"#COVIDVaccine 

Very large spread in vaccine effeciacy (flu is modest to measles being v. effective).  Depending on… https://t.co/s2DA4v2y6C",['COVIDVaccine'],Twitter Web App,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 16:27:17,"#COVIDVaccine

Most adverse events from vaccinations are expected to occur within a month and a half after vaccinat… https://t.co/pWC9SgZ7sy",['COVIDVaccine'],Twitter Web App,False
moneycontrol,Mumbai,"Moneycontrol is India’s No. 1 financial portal. Tune in for breaking news, in-depth analyses, best investment tools. Get #MCPro for exclusive content & benefits",2009-08-26 07:55:29,927517,293,1045,True,2020-09-10 16:25:29,China's nasal spray vaccine against the coronavirus is expected to start phase I clinical trials in November… https://t.co/aNtuEAiF7o,,Twitter Web App,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 16:24:18,"#COVIDVaccine

""event of interest"" is people getting #COVID, as the event occurs, we don't know if the person w/… https://t.co/GqJL7cAble","['COVIDVaccine', 'COVID']",Twitter Web App,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 16:20:23,"#CovidVaccine 

Peggy Hamburg --- trust and confidence is absolutely essential for people to use a safe and effecti… https://t.co/07OiwgdzCT",['CovidVaccine'],Twitter Web App,False
Abhishek Singh Kasera,"Allahabad, India",I love to give reviews and read books..and I love to write blogs on several topics..,2020-06-28 19:58:37,143,152,421,False,2020-09-10 16:18:40,"#CovidVaccine 
#CovidVaccine 
#cupang 
Impact of corona across world-wide | Know more by clicking below.… https://t.co/jFbiTz6Jf1","['CovidVaccine', 'CovidVaccine', 'cupang']",Twitter Web App,False
"Anne D. Bell, MPH","Reston, Virginia","GWU MPH in public health communications; work at US Pharmacopeia; PBS NewsHour & Duke alum; knit, weave, sew. Opinions mine alone. she/her",2008-02-14 20:33:18,1515,1546,17131,False,2020-09-10 16:18:17,“In this pandemic there is an opportunity cost to a #vaccine that is less than optimally effective.” Peter Marks ex… https://t.co/AKwK2xAcE2,['vaccine'],Twitter for iPhone,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 16:17:31,"#COVIDVaccine

In middle of the pandemic, there is an opportunity cost to a vaccine that is less than optimally eff… https://t.co/ybAff4ztAO",['COVIDVaccine'],Twitter Web App,False
thecovid19illusion,,"A cacophony of lies and an orgy of censorship. Learn how the COVID-19 'pandemic' is an illusion, designed to enslave you.",2020-08-11 11:38:17,305,1830,958,False,2020-09-10 16:16:03,"Pro-paedophilia, sexual exploiters of children, @netflix #Netflix awaiting #CovidVaccine before allowing staff to r… https://t.co/Pa7XkflcSN","['Netflix', 'CovidVaccine']",Twitter Web App,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 16:15:59,"Peter Marks of the @US_FDA discusses the process of EUA and full approval.  EUA has a low, statutory bar of ""may be… https://t.co/vMWig7hpRP",,Twitter Web App,False
"Anne D. Bell, MPH","Reston, Virginia","GWU MPH in public health communications; work at US Pharmacopeia; PBS NewsHour & Duke alum; knit, weave, sew. Opinions mine alone. she/her",2008-02-14 20:33:18,1515,1546,17131,False,2020-09-10 16:14:55,"Peter Marks on @DukeMargolis webinar re #CovidVaccine - it is important that we do our jobs, make sure any vaccine… https://t.co/8Sj4T8So9H",['CovidVaccine'],Twitter for iPhone,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 16:09:49,"#COVIDVaccine

Speakers today will be covering a broad array of topics and what expectations we should have on info… https://t.co/4rurRh0lxY",['COVIDVaccine'],Twitter Web App,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 16:06:16,"#COVIDVaccine

@DukeMargolis director Dr. Mark McClellan outlines the challenges and approaches the FDA is taking t… https://t.co/FDJAUhHMo1",['COVIDVaccine'],Twitter Web App,False
HarHarMahaDev,,"“When Shiva beats his DAMRU- Evil Shakes !!”
“The logic is simple: if you do the right things, the right things will happen to you even without your intent.”",2020-04-26 09:08:08,21,344,180,False,2020-09-10 16:04:38,Now COVID-19 is less dangerous than @OfficeofUT and @rautsanjay61 vaccinate these 2 rest will be fine.… https://t.co/BpFxq74kLO,,Twitter for iPhone,False
👀 @ Our 🌎 ¯\_(ツ)_/¯⏳,Mer·i·ca ,"Consider the world you perceive,
The lies from Elites you believe,
This world is a fraud,
A freedom facade,
A dungeon designed to deceive!
- @TheLimerickKing",2014-12-31 00:57:49,1936,1421,248781,False,2020-09-10 16:00:00,@Surgeon_General @GOPHELP @HELPCmteDems If the manufacturer wont accept the liability why should we? #CovidVaccine https://t.co/OStGpJbCc1,['CovidVaccine'],Twitter for Android,False
"Dr. James Husband, house MD",earth ,A Human. Being. LFC 🔴⚽️. YNWA. GA 🍑 born & raised Cali ☀️Living /https://t.co/2fhzJXi01w,2016-05-17 14:08:07,227,372,15679,False,2020-09-10 15:48:34,"They should first test the #CovidVaccine on gov't officials. If they are safe, the vaccine is good, but if they die, the country is safe.",['CovidVaccine'],Twitter Web App,False
Graeme MacKay,"Hamilton, Ontario","Hamilton Spectator Editorial Cartoonist since '97, targeting the powers, cutting through partisan guff, and delivering satire.",2008-10-16 02:07:31,6095,2037,4418,False,2020-09-10 15:39:53,The race for a #CovidVaccine. What could possibly go wrong? | @TheSpec editorial cartoon: https://t.co/mFtiiXbji2… https://t.co/FikBPZe3Qv,['CovidVaccine'],Twitter for iPhone,False
IndiaToday,India,"Brings you news breaks: Exclusive political, entertainment, sports insight, unbiased-nonaligned. We are also on Instagram : https://t.co/qf1v42FMpb",2009-02-02 07:21:54,5361083,241,4426,True,2020-09-10 15:39:25,"""We need to rapidly scale up our clinical trials, manufacturing, licensing and regulation capacity"" 

#WHO… https://t.co/bOp6hjGFBJ",['WHO'],Twitter Web App,False
joshua rushing,"Houston, TX","Husband, Daddy, Musician, Songwriter, Razorback Fan #WPS #Rockets #Astros #Texans",2009-06-23 23:52:29,509,1210,8935,False,2020-09-10 15:38:32,"The #POTUS, by heralding a soon-coming vaccine, now has the left sounding like anti-vaxxers! Not saying I agree or… https://t.co/FkA5SfHvI1",['POTUS'],Twitter Web App,False
Olivier Miss,South of France,I care of @OracleComms EMEA partners.  Opinions are mine. #Oracle #OPN #channels #Cloud #IoT #telco #security #SDWAN #UCC #5G #marketing #food #wine #badminton,2009-12-10 13:36:03,3294,1111,63452,False,2020-09-10 15:32:53,"AstraZeneca ‘still on track’ to submit Covid vaccine data before end of year - https://t.co/dzNKfbq6Cv via @FT

#Covid_19 #CovidVaccine","['Covid_19', 'CovidVaccine']",Twitter for Android,False
cathyfoxblog,Britain,"Researches and blogs on child abuse, csa and organised child abuse in the illuminati https://t.co/kVhnbZwFbw  Parler @cathycathyfox",2015-01-20 13:32:04,15395,15301,36936,False,2020-09-10 15:15:11,Vaccines - if the manufacturer wont accept the liability why should we? #Covid1984 #CovidVaccine https://t.co/T7W9TKDMhm,"['Covid1984', 'CovidVaccine']",Twitter Web App,False
EXTRA! Insights,Kolkata,"Your reliable newsfeed! 
Curated & credible journalism from the most trusted publishers under one subscription to save you from the overload of unreliable info.",2019-09-23 07:13:23,479,419,2607,False,2020-09-10 15:12:57,"#Serum Institute paused #Covidvaccine trials in India developed by Oxford University.
https://t.co/rI6Gd8uup3… https://t.co/W95nJvzUw2","['Serum', 'Covidvaccine']",Twitter Web App,False
MTTV INDIA,"Jaipur, India",#MTTV INDIA is a Regional #DigitalMedia Platform. #Rajasthan #News #BreakingNews #Hindi #Politics #Business #Ajmer #Rajasthan,2015-05-22 12:36:56,1878,1590,721,False,2020-09-10 15:08:42,"Drugs giant AstraZeneca said a #CovidVaccine could still be available by as early as the end of the year, despite a… https://t.co/NBepZgz5XX",['CovidVaccine'],Twitter Web App,False
Mandy Kane,,I reserve all rights generally.,2016-02-07 07:01:06,171,789,980,False,2020-09-10 15:06:05,Slip of the tongue. Boris confirms @COVIDPass is the end goal. #COVID19 #CovidVaccine #NWO https://t.co/go4CM8gtVK,"['COVID19', 'CovidVaccine', 'NWO']",Twitter for iPad,False
KFF (Kaiser Family Foundation),"San Francisco, CA | Washington DC","Filling the need for trusted information on national health issues | nonprofit organization | health policy analysis, journalism & polling",2009-10-23 15:17:51,108722,16,1674,True,2020-09-10 15:05:14,Here's who said they would want to get vaccinated if a #CovidVaccine was approved before Election Day and made free… https://t.co/q8B2vHd6qY,['CovidVaccine'],TweetDeck,False
Ariana News,"Kabul,Afghanistan",Ariana News is the leading 24-hours news and current affairs television network in Afghanistan.,2014-02-04 05:13:30,130586,97,85,True,2020-09-10 14:59:41,"Time to plan transport of COVID-19 vaccines is now: IATA #COVID19 #CovidVaccine #IATA 

https://t.co/my7iBNCgam https://t.co/U5EC7OpmZn","['COVID19', 'CovidVaccine', 'IATA']",Twitter Web App,False
Gabe Vorobiof MD,"Los Angeles, CA",The truth is sometimes inconvenient. (views are my own),2015-02-10 05:32:49,1154,1451,1296,False,2020-09-10 14:59:12,"Great COVID news with 2 phase 1/2 trials showing good antibody levels compared to recovered patients!

Both publish… https://t.co/zHEk2SctK9",,Twitter Web App,False
No Words Poetry,,"NWP 
Poetry blog at https://t.co/Bctl2lVVE2",2015-02-25 12:40:17,240,315,1316,False,2020-09-10 14:57:40,"#TheNurembergCode #Covid_19
#CovidVaccine #DNA_RNA 
We have a personal responsibility that may not be delegated.  K… https://t.co/S6cmHOiSAg","['TheNurembergCode', 'Covid_19', 'CovidVaccine', 'DNA_RNA']",Twitter for Android,False
IndiaToday,India,"Brings you news breaks: Exclusive political, entertainment, sports insight, unbiased-nonaligned. We are also on Instagram : https://t.co/qf1v42FMpb",2009-02-02 07:21:54,5361083,241,4426,True,2020-09-10 14:57:03,"#China's authorities are recruiting 100 volunteers for this. 

#CoronavirusPandemic #CovidVaccine  https://t.co/iGt8Vqsti3","['China', 'CoronavirusPandemic', 'CovidVaccine']",Twitter Web App,False
KFF (Kaiser Family Foundation),"San Francisco, CA | Washington DC","Filling the need for trusted information on national health issues | nonprofit organization | health policy analysis, journalism & polling",2009-10-23 15:17:51,108722,16,1674,True,2020-09-10 14:51:03,We asked Americans what they would do if a #CovidVaccine was approved before Election Day and made freely available… https://t.co/esDU7CNlK5,['CovidVaccine'],Sprout Social,False
thoughtworks,"Bengaluru, Karnataka, India","Self employed professional. Drifter. Opinionated Democratic. I love my family, my dog, nature

Let this sink in: If we want a future, we can't look to the past!",2011-03-09 10:05:28,28,443,3724,False,2020-09-10 14:47:44,The patient who caused the #Oxford #coronavirus trial to be put on hold developed symptoms of a rare spinal disorde… https://t.co/vA2PPMe4Ng,"['Oxford', 'coronavirus']",Twitter Web App,False
Bianca,Miami,Don't let the sun set on your promises 🦂🇳🇮🇸🇻🇧🇷🦋🏝⚽️,2012-11-05 07:23:45,189,200,12160,False,2020-09-10 14:42:48,"That #CovidVaccine is insane, I already have health problems and take Dr prescribed rx, these people don't know how… https://t.co/c17wsM0NAL",['CovidVaccine'],Twitter for Android,False
Janice Dash,"iPhone: 0.000000,0.000000","❤You got to dance like nobody is watching, Dream like you will live forever, Live like you are going to die tomorrow and Love like its never going to hurt.❤",2009-06-25 22:23:33,11845,8261,13253,False,2020-09-10 14:35:48,"BBC News - #CovidVaccine: 8,000 jumbo jets needed to deliver doses #globally, says #IATA https://t.co/ndelqFGT4N","['CovidVaccine', 'globally', 'IATA']",Twitter for iPad,False
Managed Healthcare,,Helping managed care executives succeed every day.,2009-07-10 15:37:25,3314,425,395,False,2020-09-10 14:34:05,The New York Times is reporting that a study volunteer in the U.K. developed transverse myelitis. #COVIDVaccine… https://t.co/Clbuzx81fu,['COVIDVaccine'],Buffer,False
Dirk Haussecker,RNA World,"RNA(i) Therapeutics Investor-Scientist who loves to trade and tweet about biotech stocks

Not investment advice. Likes are bookmarks.
 
 

 .",2011-11-10 12:00:58,9406,342,7390,False,2020-09-10 14:30:39,$NVAX RA Capital in their Zoom meeting (live now) identifies Novavax as best positioned among 100+ #covidvaccine de… https://t.co/qR4pBBRCmx,['covidvaccine'],Twitter Web App,False
Qatar Day- Pulse of Nation,"Doha, Qatar","Qatar Day is every individual’s pit stop before they plan a weekend, shopping, or a movie. It is your friend which will make life simpler and mobile.",2010-10-28 10:01:31,27176,752,4487,False,2020-09-10 14:30:00,"#CovidVaccine: 8,000 jumbo jets needed to deliver doses globally, says #IATA!
#news #coronavirusvaccine #qatarday… https://t.co/HbIByF1V6O","['CovidVaccine', 'IATA', 'news', 'coronavirusvaccine', 'qatarday']",Twitter Web App,False
Jonathan S. Tobin,,"My daughter's father. Editor in Chief of @JNS_org. Contributor to @NRO. Columnist for @NYPost, @Haaretzcom, @Newsweek & the @FDRLST.",2010-09-13 20:12:10,9197,581,1900,False,2020-09-10 14:27:32,#Democrats who voice doubts about a #CovidVaccine announced by @realDonaldTrump now are aiding #antivaxxers. I expl… https://t.co/vNAFEHkrKP,"['Democrats', 'CovidVaccine', 'antivaxxers']",Twitter Web App,False
Jonathan S. Tobin,,"My daughter's father. Editor in Chief of @JNS_org. Contributor to @NRO. Columnist for @NYPost, @Haaretzcom, @Newsweek & the @FDRLST.",2010-09-13 20:12:10,9197,581,1900,False,2020-09-10 14:25:27,#Democrats are skeptical about any #CovidVaccine announced by @realDonaldTrump. They'd cheer one rolled out by… https://t.co/2I4DUFspCv,"['Democrats', 'CovidVaccine']",Twitter Web App,False
The Progressive Investor,United States,"We mix stocks, options, investing and politics at our new website, https://t.co/XtPoBLmEJP. Visit us also at https://t.co/fdMS9PFMXp.",2019-03-02 21:35:06,116,85,24,False,2020-09-10 14:20:03,Halting the Oxford vaccine trial doesn’t mean it’s not safe – it shows they’re following the right process… https://t.co/bEt7NkNXaq,,Twitter Web App,False
